source_id,source_type,target_id,target_type,relationship
C0023,customer,10.223.100.52,ip,CONNECTS_FROM
C0023,customer,M0007,merchant,PAYS
A0023,account,T000649,transaction,HAS_TRANSACTION
C0075,customer,M0029,merchant,PAYS
A0075,account,T000650,transaction,HAS_TRANSACTION
C0018,customer,D0097,device,USES
C0018,customer,M0035,merchant,PAYS
A0018,account,T000651,transaction,HAS_TRANSACTION
C0054,customer,M0017,merchant,PAYS
A0054,account,T000652,transaction,HAS_TRANSACTION
A0086,account,T000653,transaction,HAS_TRANSACTION
C0017,customer,M0032,merchant,PAYS
A0017,account,T000654,transaction,HAS_TRANSACTION
C0106,customer,D0313,device,USES
A0106,account,T000655,transaction,HAS_TRANSACTION
A0058,account,T000656,transaction,HAS_TRANSACTION
C0012,customer,M0008,merchant,PAYS
A0012,account,T000657,transaction,HAS_TRANSACTION
C0044,customer,D0124,device,USES
C0044,customer,M0022,merchant,PAYS
A0044,account,T000658,transaction,HAS_TRANSACTION
C0014,customer,M0019,merchant,PAYS
A0014,account,T000659,transaction,HAS_TRANSACTION
C0091,customer,M0025,merchant,PAYS
A0091,account,T000660,transaction,HAS_TRANSACTION
C0072,customer,M0008,merchant,PAYS
A0072,account,T000661,transaction,HAS_TRANSACTION
C0114,customer,M0010,merchant,PAYS
A0114,account,T000662,transaction,HAS_TRANSACTION
C0095,customer,M0043,merchant,PAYS
A0095,account,T000663,transaction,HAS_TRANSACTION
C0081,customer,D0120,device,USES
C0081,customer,M0024,merchant,PAYS
A0081,account,T000664,transaction,HAS_TRANSACTION
A0037,account,T000665,transaction,HAS_TRANSACTION
C0021,customer,M0049,merchant,PAYS
A0021,account,T000666,transaction,HAS_TRANSACTION
C0032,customer,M0015,merchant,PAYS
A0032,account,T000667,transaction,HAS_TRANSACTION
C0009,customer,M0048,merchant,PAYS
A0009,account,T000668,transaction,HAS_TRANSACTION
C0014,customer,M0027,merchant,PAYS
A0014,account,T000669,transaction,HAS_TRANSACTION
C0066,customer,M0010,merchant,PAYS
A0066,account,T000670,transaction,HAS_TRANSACTION
C0118,customer,M0033,merchant,PAYS
A0118,account,T000671,transaction,HAS_TRANSACTION
C0107,customer,M0016,merchant,PAYS
A0107,account,T000672,transaction,HAS_TRANSACTION
C0050,customer,M0005,merchant,PAYS
A0050,account,T000673,transaction,HAS_TRANSACTION
C0013,customer,M0039,merchant,PAYS
A0013,account,T000674,transaction,HAS_TRANSACTION
C0123,customer,M0000,merchant,PAYS
A0123,account,T000675,transaction,HAS_TRANSACTION
C0077,customer,M0000,merchant,PAYS
A0077,account,T000676,transaction,HAS_TRANSACTION
C0007,customer,M0006,merchant,PAYS
A0007,account,T000677,transaction,HAS_TRANSACTION
C0002,customer,M0005,merchant,PAYS
A0002,account,T000678,transaction,HAS_TRANSACTION
C0038,customer,M0028,merchant,PAYS
A0038,account,T000679,transaction,HAS_TRANSACTION
C0098,customer,D0163,device,USES
C0098,customer,M0007,merchant,PAYS
A0098,account,T000680,transaction,HAS_TRANSACTION
C0059,customer,M0035,merchant,PAYS
A0059,account,T000681,transaction,HAS_TRANSACTION
C0124,customer,M0049,merchant,PAYS
A0124,account,T000682,transaction,HAS_TRANSACTION
C0027,customer,D0176,device,USES
C0027,customer,M0032,merchant,PAYS
A0027,account,T000683,transaction,HAS_TRANSACTION
C0003,customer,M0031,merchant,PAYS
A0003,account,T000684,transaction,HAS_TRANSACTION
C0042,customer,M0032,merchant,PAYS
A0042,account,T000685,transaction,HAS_TRANSACTION
C0009,customer,M0022,merchant,PAYS
A0009,account,T000686,transaction,HAS_TRANSACTION
C0048,customer,M0017,merchant,PAYS
A0048,account,T000687,transaction,HAS_TRANSACTION
C0068,customer,M0029,merchant,PAYS
A0068,account,T000688,transaction,HAS_TRANSACTION
C0099,customer,M0041,merchant,PAYS
A0099,account,T000689,transaction,HAS_TRANSACTION
A0096,account,T000690,transaction,HAS_TRANSACTION
A0010,account,T000691,transaction,HAS_TRANSACTION
A0039,account,T000692,transaction,HAS_TRANSACTION
C0122,customer,M0011,merchant,PAYS
A0122,account,T000693,transaction,HAS_TRANSACTION
C0036,customer,M0035,merchant,PAYS
A0036,account,T000694,transaction,HAS_TRANSACTION
C0009,customer,M0027,merchant,PAYS
A0009,account,T000695,transaction,HAS_TRANSACTION
C0039,customer,M0015,merchant,PAYS
A0039,account,T000696,transaction,HAS_TRANSACTION
C0095,customer,M0009,merchant,PAYS
A0095,account,T000697,transaction,HAS_TRANSACTION
C0023,customer,10.82.125.118,ip,CONNECTS_FROM
C0023,customer,M0042,merchant,PAYS
A0023,account,T000698,transaction,HAS_TRANSACTION
C0011,customer,M0043,merchant,PAYS
A0011,account,T000699,transaction,HAS_TRANSACTION
C0043,customer,10.250.25.184,ip,CONNECTS_FROM
C0043,customer,M0018,merchant,PAYS
A0043,account,T000700,transaction,HAS_TRANSACTION
C0052,customer,D0417,device,USES
C0052,customer,M0020,merchant,PAYS
A0052,account,T000701,transaction,HAS_TRANSACTION
C0029,customer,M0049,merchant,PAYS
A0029,account,T000702,transaction,HAS_TRANSACTION
C0044,customer,M0037,merchant,PAYS
A0044,account,T000703,transaction,HAS_TRANSACTION
C0028,customer,M0005,merchant,PAYS
A0028,account,T000704,transaction,HAS_TRANSACTION
C0100,customer,M0043,merchant,PAYS
A0100,account,T000705,transaction,HAS_TRANSACTION
C0094,customer,10.54.149.4,ip,CONNECTS_FROM
C0094,customer,M0047,merchant,PAYS
A0094,account,T000706,transaction,HAS_TRANSACTION
C0104,customer,M0017,merchant,PAYS
A0104,account,T000707,transaction,HAS_TRANSACTION
C0093,customer,M0044,merchant,PAYS
A0093,account,T000708,transaction,HAS_TRANSACTION
C0075,customer,M0041,merchant,PAYS
A0075,account,T000709,transaction,HAS_TRANSACTION
C0114,customer,M0052,merchant,PAYS
A0114,account,T000710,transaction,HAS_TRANSACTION
A0110,account,T000711,transaction,HAS_TRANSACTION
A0047,account,T000712,transaction,HAS_TRANSACTION
C0078,customer,D0078,device,USES
C0078,customer,M0007,merchant,PAYS
A0078,account,T000713,transaction,HAS_TRANSACTION
C0054,customer,M0021,merchant,PAYS
A0054,account,T000714,transaction,HAS_TRANSACTION
C0096,customer,D0147,device,USES
C0096,customer,M0030,merchant,PAYS
A0096,account,T000715,transaction,HAS_TRANSACTION
C0088,customer,M0054,merchant,PAYS
A0088,account,T000716,transaction,HAS_TRANSACTION
C0071,customer,M0003,merchant,PAYS
A0071,account,T000717,transaction,HAS_TRANSACTION
C0091,customer,M0004,merchant,PAYS
A0091,account,T000718,transaction,HAS_TRANSACTION
A0104,account,T000719,transaction,HAS_TRANSACTION
C0089,customer,M0028,merchant,PAYS
A0089,account,T000720,transaction,HAS_TRANSACTION
C0115,customer,M0026,merchant,PAYS
A0115,account,T000721,transaction,HAS_TRANSACTION
C0026,customer,M0040,merchant,PAYS
A0026,account,T000722,transaction,HAS_TRANSACTION
C0024,customer,D0490,device,USES
C0024,customer,M0018,merchant,PAYS
A0024,account,T000723,transaction,HAS_TRANSACTION
C0066,customer,M0020,merchant,PAYS
A0066,account,T000724,transaction,HAS_TRANSACTION
A0050,account,T000725,transaction,HAS_TRANSACTION
C0001,customer,M0021,merchant,PAYS
A0001,account,T000726,transaction,HAS_TRANSACTION
C0049,customer,M0021,merchant,PAYS
A0049,account,T000727,transaction,HAS_TRANSACTION
C0026,customer,M0039,merchant,PAYS
A0026,account,T000728,transaction,HAS_TRANSACTION
C0077,customer,M0026,merchant,PAYS
A0077,account,T000729,transaction,HAS_TRANSACTION
C0007,customer,M0018,merchant,PAYS
A0007,account,T000730,transaction,HAS_TRANSACTION
C0084,customer,D0293,device,USES
C0084,customer,M0021,merchant,PAYS
A0084,account,T000731,transaction,HAS_TRANSACTION
C0000,customer,10.223.81.204,ip,CONNECTS_FROM
A0000,account,T000732,transaction,HAS_TRANSACTION
C0123,customer,M0023,merchant,PAYS
A0123,account,T000733,transaction,HAS_TRANSACTION
C0052,customer,M0030,merchant,PAYS
A0052,account,T000734,transaction,HAS_TRANSACTION
C0026,customer,D0279,device,USES
C0026,customer,M0044,merchant,PAYS
A0026,account,T000735,transaction,HAS_TRANSACTION
C0024,customer,M0043,merchant,PAYS
A0024,account,T000736,transaction,HAS_TRANSACTION
C0024,customer,M0040,merchant,PAYS
A0024,account,T000737,transaction,HAS_TRANSACTION
C0014,customer,M0024,merchant,PAYS
A0014,account,T000738,transaction,HAS_TRANSACTION
C0050,customer,M0019,merchant,PAYS
A0050,account,T000739,transaction,HAS_TRANSACTION
C0038,customer,D0477,device,USES
C0038,customer,M0038,merchant,PAYS
A0038,account,T000740,transaction,HAS_TRANSACTION
C0122,customer,M0049,merchant,PAYS
A0122,account,T000741,transaction,HAS_TRANSACTION
C0122,customer,M0033,merchant,PAYS
A0122,account,T000742,transaction,HAS_TRANSACTION
C0026,customer,M0005,merchant,PAYS
A0026,account,T000743,transaction,HAS_TRANSACTION
A0123,account,T000744,transaction,HAS_TRANSACTION
C0046,customer,M0036,merchant,PAYS
A0046,account,T000745,transaction,HAS_TRANSACTION
C0105,customer,M0043,merchant,PAYS
A0105,account,T000746,transaction,HAS_TRANSACTION
A0006,account,T000747,transaction,HAS_TRANSACTION
C0070,customer,M0037,merchant,PAYS
A0070,account,T000748,transaction,HAS_TRANSACTION
C0105,customer,M0039,merchant,PAYS
A0105,account,T000749,transaction,HAS_TRANSACTION
C0010,customer,D0088,device,USES
C0010,customer,M0051,merchant,PAYS
A0010,account,T000750,transaction,HAS_TRANSACTION
C0016,customer,10.211.163.175,ip,CONNECTS_FROM
C0016,customer,M0004,merchant,PAYS
A0016,account,T000751,transaction,HAS_TRANSACTION
C0082,customer,M0001,merchant,PAYS
A0082,account,T000752,transaction,HAS_TRANSACTION
C0069,customer,D0069,device,USES
C0069,customer,M0015,merchant,PAYS
A0069,account,T000753,transaction,HAS_TRANSACTION
C0057,customer,M0053,merchant,PAYS
A0057,account,T000754,transaction,HAS_TRANSACTION
C0017,customer,M0023,merchant,PAYS
A0017,account,T000755,transaction,HAS_TRANSACTION
C0121,customer,D0244,device,USES
C0121,customer,M0027,merchant,PAYS
A0121,account,T000756,transaction,HAS_TRANSACTION
C0002,customer,M0004,merchant,PAYS
A0002,account,T000757,transaction,HAS_TRANSACTION
C0111,customer,M0021,merchant,PAYS
A0111,account,T000758,transaction,HAS_TRANSACTION
C0112,customer,M0045,merchant,PAYS
A0112,account,T000759,transaction,HAS_TRANSACTION
C0109,customer,M0029,merchant,PAYS
A0109,account,T000760,transaction,HAS_TRANSACTION
C0043,customer,D0102,device,USES
C0043,customer,M0012,merchant,PAYS
A0043,account,T000761,transaction,HAS_TRANSACTION
C0113,customer,M0014,merchant,PAYS
A0113,account,T000762,transaction,HAS_TRANSACTION
C0039,customer,M0017,merchant,PAYS
A0039,account,T000763,transaction,HAS_TRANSACTION
C0119,customer,M0016,merchant,PAYS
A0119,account,T000764,transaction,HAS_TRANSACTION
C0055,customer,M0011,merchant,PAYS
A0055,account,T000765,transaction,HAS_TRANSACTION
C0062,customer,D0270,device,USES
A0062,account,T000766,transaction,HAS_TRANSACTION
C0089,customer,M0026,merchant,PAYS
A0089,account,T000767,transaction,HAS_TRANSACTION
C0106,customer,M0039,merchant,PAYS
A0106,account,T000768,transaction,HAS_TRANSACTION
C0061,customer,M0040,merchant,PAYS
A0061,account,T000769,transaction,HAS_TRANSACTION
C0044,customer,M0032,merchant,PAYS
A0044,account,T000770,transaction,HAS_TRANSACTION
C0116,customer,M0042,merchant,PAYS
A0116,account,T000771,transaction,HAS_TRANSACTION
C0065,customer,M0029,merchant,PAYS
A0065,account,T000772,transaction,HAS_TRANSACTION
A0007,account,T000773,transaction,HAS_TRANSACTION
C0002,customer,M0029,merchant,PAYS
A0002,account,T000774,transaction,HAS_TRANSACTION
C0045,customer,10.113.172.216,ip,CONNECTS_FROM
C0045,customer,M0034,merchant,PAYS
A0045,account,T000775,transaction,HAS_TRANSACTION
C0007,customer,M0036,merchant,PAYS
A0007,account,T000776,transaction,HAS_TRANSACTION
C0043,customer,M0042,merchant,PAYS
A0043,account,T000777,transaction,HAS_TRANSACTION
C0013,customer,M0052,merchant,PAYS
A0013,account,T000778,transaction,HAS_TRANSACTION
C0033,customer,10.122.140.230,ip,CONNECTS_FROM
C0033,customer,M0025,merchant,PAYS
A0033,account,T000779,transaction,HAS_TRANSACTION
C0071,customer,M0036,merchant,PAYS
A0071,account,T000780,transaction,HAS_TRANSACTION
C0106,customer,M0002,merchant,PAYS
A0106,account,T000781,transaction,HAS_TRANSACTION
C0016,customer,10.231.155.20,ip,CONNECTS_FROM
A0016,account,T000782,transaction,HAS_TRANSACTION
C0003,customer,M0008,merchant,PAYS
A0003,account,T000783,transaction,HAS_TRANSACTION
C0018,customer,M0049,merchant,PAYS
A0018,account,T000784,transaction,HAS_TRANSACTION
C0110,customer,M0001,merchant,PAYS
A0110,account,T000785,transaction,HAS_TRANSACTION
C0002,customer,M0043,merchant,PAYS
A0002,account,T000786,transaction,HAS_TRANSACTION
C0034,customer,M0010,merchant,PAYS
A0034,account,T000787,transaction,HAS_TRANSACTION
C0084,customer,10.36.137.230,ip,CONNECTS_FROM
C0084,customer,M0052,merchant,PAYS
A0084,account,T000788,transaction,HAS_TRANSACTION
C0078,customer,M0031,merchant,PAYS
A0078,account,T000789,transaction,HAS_TRANSACTION
C0003,customer,M0013,merchant,PAYS
A0003,account,T000790,transaction,HAS_TRANSACTION
C0087,customer,D0087,device,USES
C0087,customer,M0026,merchant,PAYS
A0087,account,T000791,transaction,HAS_TRANSACTION
C0054,customer,D0275,device,USES
C0054,customer,M0038,merchant,PAYS
A0054,account,T000792,transaction,HAS_TRANSACTION
C0052,customer,D0316,device,USES
C0052,customer,M0043,merchant,PAYS
A0052,account,T000793,transaction,HAS_TRANSACTION
C0070,customer,D0481,device,USES
C0070,customer,10.168.171.144,ip,CONNECTS_FROM
C0070,customer,M0024,merchant,PAYS
A0070,account,T000794,transaction,HAS_TRANSACTION
C0062,customer,M0004,merchant,PAYS
A0062,account,T000795,transaction,HAS_TRANSACTION
C0038,customer,M0052,merchant,PAYS
A0038,account,T000796,transaction,HAS_TRANSACTION
C0096,customer,M0028,merchant,PAYS
A0096,account,T000797,transaction,HAS_TRANSACTION
C0053,customer,M0012,merchant,PAYS
A0053,account,T000798,transaction,HAS_TRANSACTION
A0032,account,T000799,transaction,HAS_TRANSACTION
C0106,customer,M0024,merchant,PAYS
A0106,account,T000800,transaction,HAS_TRANSACTION
C0011,customer,M0050,merchant,PAYS
A0011,account,T000801,transaction,HAS_TRANSACTION
C0080,customer,M0010,merchant,PAYS
A0080,account,T000802,transaction,HAS_TRANSACTION
C0066,customer,M0001,merchant,PAYS
A0066,account,T000803,transaction,HAS_TRANSACTION
C0079,customer,10.240.176.112,ip,CONNECTS_FROM
C0079,customer,M0002,merchant,PAYS
A0079,account,T000804,transaction,HAS_TRANSACTION
C0085,customer,M0028,merchant,PAYS
A0085,account,T000805,transaction,HAS_TRANSACTION
C0031,customer,M0037,merchant,PAYS
A0031,account,T000806,transaction,HAS_TRANSACTION
C0100,customer,M0022,merchant,PAYS
A0100,account,T000807,transaction,HAS_TRANSACTION
C0024,customer,M0037,merchant,PAYS
A0024,account,T000808,transaction,HAS_TRANSACTION
C0003,customer,M0030,merchant,PAYS
A0003,account,T000809,transaction,HAS_TRANSACTION
C0121,customer,M0023,merchant,PAYS
A0121,account,T000810,transaction,HAS_TRANSACTION
C0050,customer,D0402,device,USES
A0050,account,T000811,transaction,HAS_TRANSACTION
C0031,customer,M0022,merchant,PAYS
A0031,account,T000812,transaction,HAS_TRANSACTION
C0014,customer,M0014,merchant,PAYS
A0014,account,T000813,transaction,HAS_TRANSACTION
C0099,customer,M0043,merchant,PAYS
A0099,account,T000814,transaction,HAS_TRANSACTION
A0015,account,T000815,transaction,HAS_TRANSACTION
A0005,account,T000816,transaction,HAS_TRANSACTION
C0034,customer,M0019,merchant,PAYS
A0034,account,T000817,transaction,HAS_TRANSACTION
C0082,customer,M0049,merchant,PAYS
A0082,account,T000818,transaction,HAS_TRANSACTION
C0107,customer,10.78.100.169,ip,CONNECTS_FROM
C0107,customer,M0027,merchant,PAYS
A0107,account,T000819,transaction,HAS_TRANSACTION
C0019,customer,M0023,merchant,PAYS
A0019,account,T000820,transaction,HAS_TRANSACTION
C0102,customer,M0051,merchant,PAYS
A0102,account,T000821,transaction,HAS_TRANSACTION
C0024,customer,M0016,merchant,PAYS
A0024,account,T000822,transaction,HAS_TRANSACTION
C0077,customer,M0004,merchant,PAYS
A0077,account,T000823,transaction,HAS_TRANSACTION
C0063,customer,D0298,device,USES
C0063,customer,M0048,merchant,PAYS
A0063,account,T000824,transaction,HAS_TRANSACTION
C0004,customer,M0023,merchant,PAYS
A0004,account,T000825,transaction,HAS_TRANSACTION
C0035,customer,M0037,merchant,PAYS
A0035,account,T000826,transaction,HAS_TRANSACTION
C0026,customer,M0037,merchant,PAYS
A0026,account,T000827,transaction,HAS_TRANSACTION
C0085,customer,D0199,device,USES
C0085,customer,10.154.196.192,ip,CONNECTS_FROM
C0085,customer,M0011,merchant,PAYS
A0085,account,T000828,transaction,HAS_TRANSACTION
C0107,customer,M0028,merchant,PAYS
A0107,account,T000829,transaction,HAS_TRANSACTION
C0083,customer,D0476,device,USES
C0083,customer,M0022,merchant,PAYS
A0083,account,T000830,transaction,HAS_TRANSACTION
C0050,customer,D0420,device,USES
A0050,account,T000831,transaction,HAS_TRANSACTION
C0022,customer,M0031,merchant,PAYS
A0022,account,T000832,transaction,HAS_TRANSACTION
C0089,customer,D0193,device,USES
C0089,customer,M0000,merchant,PAYS
A0089,account,T000833,transaction,HAS_TRANSACTION
C0087,customer,M0047,merchant,PAYS
A0087,account,T000834,transaction,HAS_TRANSACTION
C0105,customer,M0012,merchant,PAYS
A0105,account,T000835,transaction,HAS_TRANSACTION
C0119,customer,D0454,device,USES
C0119,customer,M0001,merchant,PAYS
A0119,account,T000836,transaction,HAS_TRANSACTION
C0019,customer,10.60.95.40,ip,CONNECTS_FROM
C0019,customer,M0007,merchant,PAYS
A0019,account,T000837,transaction,HAS_TRANSACTION
C0053,customer,10.25.125.192,ip,CONNECTS_FROM
C0053,customer,M0000,merchant,PAYS
A0053,account,T000838,transaction,HAS_TRANSACTION
C0026,customer,M0045,merchant,PAYS
A0026,account,T000839,transaction,HAS_TRANSACTION
C0012,customer,10.112.12.4,ip,CONNECTS_FROM
C0012,customer,M0024,merchant,PAYS
A0012,account,T000840,transaction,HAS_TRANSACTION
C0091,customer,M0009,merchant,PAYS
A0091,account,T000841,transaction,HAS_TRANSACTION
C0075,customer,10.43.185.237,ip,CONNECTS_FROM
C0075,customer,M0006,merchant,PAYS
A0075,account,T000842,transaction,HAS_TRANSACTION
C0049,customer,M0010,merchant,PAYS
A0049,account,T000843,transaction,HAS_TRANSACTION
C0087,customer,M0000,merchant,PAYS
A0087,account,T000844,transaction,HAS_TRANSACTION
C0010,customer,M0016,merchant,PAYS
A0010,account,T000845,transaction,HAS_TRANSACTION
C0115,customer,M0014,merchant,PAYS
A0115,account,T000846,transaction,HAS_TRANSACTION
C0110,customer,M0041,merchant,PAYS
A0110,account,T000847,transaction,HAS_TRANSACTION
C0038,customer,M0030,merchant,PAYS
A0038,account,T000848,transaction,HAS_TRANSACTION
C0029,customer,M0037,merchant,PAYS
A0029,account,T000849,transaction,HAS_TRANSACTION
C0120,customer,M0041,merchant,PAYS
A0120,account,T000850,transaction,HAS_TRANSACTION
A0077,account,T000851,transaction,HAS_TRANSACTION
C0057,customer,10.114.216.66,ip,CONNECTS_FROM
C0057,customer,M0038,merchant,PAYS
A0057,account,T000852,transaction,HAS_TRANSACTION
C0105,customer,10.162.192.170,ip,CONNECTS_FROM
A0105,account,T000853,transaction,HAS_TRANSACTION
C0015,customer,M0018,merchant,PAYS
A0015,account,T000854,transaction,HAS_TRANSACTION
C0019,customer,M0029,merchant,PAYS
A0019,account,T000855,transaction,HAS_TRANSACTION
C0123,customer,M0050,merchant,PAYS
A0123,account,T000856,transaction,HAS_TRANSACTION
C0045,customer,M0021,merchant,PAYS
A0045,account,T000857,transaction,HAS_TRANSACTION
C0091,customer,M0033,merchant,PAYS
A0091,account,T000858,transaction,HAS_TRANSACTION
C0093,customer,10.211.155.238,ip,CONNECTS_FROM
C0093,customer,M0053,merchant,PAYS
A0093,account,T000859,transaction,HAS_TRANSACTION
C0040,customer,M0046,merchant,PAYS
A0040,account,T000860,transaction,HAS_TRANSACTION
C0008,customer,M0034,merchant,PAYS
A0008,account,T000861,transaction,HAS_TRANSACTION
C0122,customer,M0040,merchant,PAYS
A0122,account,T000862,transaction,HAS_TRANSACTION
C0034,customer,M0012,merchant,PAYS
A0034,account,T000863,transaction,HAS_TRANSACTION
C0086,customer,D0412,device,USES
C0086,customer,M0049,merchant,PAYS
A0086,account,T000864,transaction,HAS_TRANSACTION
C0068,customer,M0053,merchant,PAYS
A0068,account,T000865,transaction,HAS_TRANSACTION
C0094,customer,M0011,merchant,PAYS
A0094,account,T000866,transaction,HAS_TRANSACTION
C0010,customer,M0006,merchant,PAYS
A0010,account,T000867,transaction,HAS_TRANSACTION
C0070,customer,M0016,merchant,PAYS
A0070,account,T000868,transaction,HAS_TRANSACTION
C0051,customer,M0048,merchant,PAYS
A0051,account,T000869,transaction,HAS_TRANSACTION
C0111,customer,D0249,device,USES
C0111,customer,M0026,merchant,PAYS
A0111,account,T000870,transaction,HAS_TRANSACTION
C0094,customer,M0015,merchant,PAYS
A0094,account,T000871,transaction,HAS_TRANSACTION
C0024,customer,M0006,merchant,PAYS
A0024,account,T000872,transaction,HAS_TRANSACTION
A0016,account,T000873,transaction,HAS_TRANSACTION
C0000,customer,10.138.225.203,ip,CONNECTS_FROM
C0000,customer,M0027,merchant,PAYS
A0000,account,T000874,transaction,HAS_TRANSACTION
C0116,customer,M0037,merchant,PAYS
A0116,account,T000875,transaction,HAS_TRANSACTION
C0037,customer,D0044,device,USES
C0037,customer,M0018,merchant,PAYS
A0037,account,T000876,transaction,HAS_TRANSACTION
C0081,customer,M0030,merchant,PAYS
A0081,account,T000877,transaction,HAS_TRANSACTION
C0056,customer,M0048,merchant,PAYS
A0056,account,T000878,transaction,HAS_TRANSACTION
C0021,customer,M0047,merchant,PAYS
A0021,account,T000879,transaction,HAS_TRANSACTION
C0013,customer,M0053,merchant,PAYS
A0013,account,T000880,transaction,HAS_TRANSACTION
C0111,customer,D0237,device,USES
C0111,customer,M0036,merchant,PAYS
A0111,account,T000881,transaction,HAS_TRANSACTION
C0048,customer,M0044,merchant,PAYS
A0048,account,T000882,transaction,HAS_TRANSACTION
C0028,customer,M0001,merchant,PAYS
A0028,account,T000883,transaction,HAS_TRANSACTION
C0096,customer,M0006,merchant,PAYS
A0096,account,T000884,transaction,HAS_TRANSACTION
C0112,customer,M0033,merchant,PAYS
A0112,account,T000885,transaction,HAS_TRANSACTION
C0097,customer,M0015,merchant,PAYS
A0097,account,T000886,transaction,HAS_TRANSACTION
C0035,customer,D0264,device,USES
C0035,customer,M0030,merchant,PAYS
A0035,account,T000887,transaction,HAS_TRANSACTION
C0013,customer,D0245,device,USES
A0013,account,T000888,transaction,HAS_TRANSACTION
C0074,customer,10.164.5.188,ip,CONNECTS_FROM
C0074,customer,M0034,merchant,PAYS
A0074,account,T000889,transaction,HAS_TRANSACTION
C0008,customer,10.47.215.87,ip,CONNECTS_FROM
C0008,customer,M0027,merchant,PAYS
A0008,account,T000890,transaction,HAS_TRANSACTION
C0082,customer,M0012,merchant,PAYS
A0082,account,T000891,transaction,HAS_TRANSACTION
C0113,customer,M0048,merchant,PAYS
A0113,account,T000892,transaction,HAS_TRANSACTION
C0112,customer,M0039,merchant,PAYS
A0112,account,T000893,transaction,HAS_TRANSACTION
C0084,customer,M0001,merchant,PAYS
A0084,account,T000894,transaction,HAS_TRANSACTION
C0000,customer,M0026,merchant,PAYS
A0000,account,T000895,transaction,HAS_TRANSACTION
C0108,customer,M0045,merchant,PAYS
A0108,account,T000896,transaction,HAS_TRANSACTION
C0025,customer,M0053,merchant,PAYS
A0025,account,T000897,transaction,HAS_TRANSACTION
C0023,customer,M0052,merchant,PAYS
A0023,account,T000898,transaction,HAS_TRANSACTION
C0010,customer,M0037,merchant,PAYS
A0010,account,T000899,transaction,HAS_TRANSACTION
C0103,customer,M0047,merchant,PAYS
A0103,account,T000900,transaction,HAS_TRANSACTION
C0032,customer,M0054,merchant,PAYS
A0032,account,T000901,transaction,HAS_TRANSACTION
C0047,customer,M0017,merchant,PAYS
A0047,account,T000902,transaction,HAS_TRANSACTION
C0042,customer,M0023,merchant,PAYS
A0042,account,T000903,transaction,HAS_TRANSACTION
C0115,customer,M0016,merchant,PAYS
A0115,account,T000904,transaction,HAS_TRANSACTION
C0056,customer,M0010,merchant,PAYS
A0056,account,T000905,transaction,HAS_TRANSACTION
C0016,customer,M0007,merchant,PAYS
A0016,account,T000906,transaction,HAS_TRANSACTION
C0103,customer,M0005,merchant,PAYS
A0103,account,T000907,transaction,HAS_TRANSACTION
C0028,customer,M0038,merchant,PAYS
A0028,account,T000908,transaction,HAS_TRANSACTION
C0075,customer,M0001,merchant,PAYS
A0075,account,T000909,transaction,HAS_TRANSACTION
A0003,account,T000910,transaction,HAS_TRANSACTION
C0063,customer,M0052,merchant,PAYS
A0063,account,T000911,transaction,HAS_TRANSACTION
A0119,account,T000912,transaction,HAS_TRANSACTION
C0082,customer,M0038,merchant,PAYS
A0082,account,T000913,transaction,HAS_TRANSACTION
C0056,customer,M0022,merchant,PAYS
A0056,account,T000914,transaction,HAS_TRANSACTION
C0049,customer,M0036,merchant,PAYS
A0049,account,T000915,transaction,HAS_TRANSACTION
C0123,customer,10.142.173.126,ip,CONNECTS_FROM
C0123,customer,M0041,merchant,PAYS
A0123,account,T000916,transaction,HAS_TRANSACTION
C0099,customer,M0031,merchant,PAYS
A0099,account,T000917,transaction,HAS_TRANSACTION
C0010,customer,M0012,merchant,PAYS
A0010,account,T000918,transaction,HAS_TRANSACTION
C0059,customer,M0026,merchant,PAYS
A0059,account,T000919,transaction,HAS_TRANSACTION
C0026,customer,M0050,merchant,PAYS
A0026,account,T000920,transaction,HAS_TRANSACTION
C0073,customer,M0030,merchant,PAYS
A0073,account,T000921,transaction,HAS_TRANSACTION
C0094,customer,M0035,merchant,PAYS
A0094,account,T000922,transaction,HAS_TRANSACTION
C0118,customer,M0046,merchant,PAYS
A0118,account,T000923,transaction,HAS_TRANSACTION
C0071,customer,M0038,merchant,PAYS
A0071,account,T000924,transaction,HAS_TRANSACTION
C0101,customer,D0136,device,USES
C0101,customer,M0021,merchant,PAYS
A0101,account,T000925,transaction,HAS_TRANSACTION
C0023,customer,M0011,merchant,PAYS
A0023,account,T000926,transaction,HAS_TRANSACTION
C0008,customer,M0035,merchant,PAYS
A0008,account,T000927,transaction,HAS_TRANSACTION
C0096,customer,M0033,merchant,PAYS
A0096,account,T000928,transaction,HAS_TRANSACTION
A0014,account,T000929,transaction,HAS_TRANSACTION
C0027,customer,M0030,merchant,PAYS
A0027,account,T000930,transaction,HAS_TRANSACTION
C0022,customer,D0391,device,USES
C0022,customer,M0022,merchant,PAYS
A0022,account,T000931,transaction,HAS_TRANSACTION
C0046,customer,M0014,merchant,PAYS
A0046,account,T000932,transaction,HAS_TRANSACTION
C0093,customer,M0037,merchant,PAYS
A0093,account,T000933,transaction,HAS_TRANSACTION
C0088,customer,M0019,merchant,PAYS
A0088,account,T000934,transaction,HAS_TRANSACTION
C0027,customer,D0331,device,USES
C0027,customer,M0016,merchant,PAYS
A0027,account,T000935,transaction,HAS_TRANSACTION
C0113,customer,M0039,merchant,PAYS
